Adam,affine,"{""alpha"": 1e-05, ""beta_m"": 0.9, ""beta_nu"": 0.999}",Arsalan,RSS1,20,1100000,,900k,1.1m,2025-05-02,,,,,,18.799,21.945,20.189,20.08,19.564,21.572,43.239,22.86,19.699,17.948,19.501
Adam,affine,"{""alpha"": 1e-06, ""beta_m"": 0.9, ""beta_nu"": 0.999}",Arsalan,RSS1,20,1100000,,900k,1.1m,2025-05-02,,,,,,21.297,24.022,22.197,20.131,20.239,21.62,23.762,24.538,22.562,20.968,21.49
Adam,affine,"{""alpha"": 1e-07, ""beta_m"": 0.9, ""beta_nu"": 0.999}",Arsalan,RSS1,20,1100000,,900k,1.1m,2025-05-02,,,,,,21.379,24.399,22.978,21.535,22.177,23.386,25.957,25.704,22.685,20.907,21.749
Adam,affine,"{""alpha"": 3.162277660168379e-07, ""beta_m"": 0.9, ""beta_nu"": 0.999}",Arsalan,RSS1,20,1100000,,900k,1.1m,2025-05-02,,,,,,21.681,24.304,22.752,21.073,21.25,22.529,24.934,25.15,22.373,21.072,22.12
Adam,affine,"{""alpha"": 1e-08, ""beta_m"": 0.9, ""beta_nu"": 0.999}",Arsalan,RSS1,20,1100000,,900k,1.1m,2025-05-02,,,,,,21.201,24.439,23.081,21.756,22.691,23.912,26.507,26.025,23.002,20.831,21.509
Adam,affine,"{""alpha"": 3.162277660168379e-08, ""beta_m"": 0.9, ""beta_nu"": 0.999}",Arsalan,RSS1,20,1100000,,900k,1.1m,2025-05-02,,,,,,21.244,24.429,23.056,21.701,22.56,23.775,26.368,25.942,22.913,20.848,21.569
Adam,affine,"{""alpha"": 3.162277660168379e-06, ""beta_m"": 0.9, ""beta_nu"": 0.999}",Arsalan,RSS1,20,1100000,,900k,1.1m,2025-05-02,,,,,,19.154,23.291,21.311,19.654,20.705,21.023,26.899,24.287,21.698,19.303,19.04
Adam,affine,"{""alpha"": 0.00031622776601683794, ""beta_m"": 0.9, ""beta_nu"": 0.999}",Arsalan,RSS1,20,1100000,,900k,1.1m,2025-05-02,,,,,,16.287,16.325,14.748,15.326,14.264,17.462,17.301,19.273,17.982,16.12,16.459
Adam,affine,"{""alpha"": 0.0031622776601683794, ""beta_m"": 0.9, ""beta_nu"": 0.999}",Arsalan,RSS1,20,1100000,,900k,1.1m,2025-05-02,,,,,,15.038,14.952,12.79,12.07,11.405,13.985,16.389,17.163,16.188,14.67,15.304
Adam,affine,"{""alpha"": 3.1622776601683795e-05, ""beta_m"": 0.9, ""beta_nu"": 0.999}",Arsalan,RSS1,20,1100000,,900k,1.1m,2025-05-02,,,,,,18.086,20.107,18.494,18.153,17.607,26.558,65.851,21.907,19.099,17.591,18.454
